Offset_Hex,LOD_Level,NodeType,v1,v2,v3_or_Code,MinX,MinY,MaxX,MaxY,Raw_Hex
0x5f4,0,Data Node,3252,36,5115,28.421219,53.712315,28.422827,53.712811,b40c000024000000a85ee34169d95642f361e341ebd95642fb130000
0x610,0,Data Node,3328,1,5153,28.418400,53.713272,28.418743,53.713531,000d000001000000e258e34164da56429659e341a8da564221140000
0x62c,0,Data Node,3404,1,5153,28.416281,53.713322,28.419727,53.714966,4c0d0000010000008b54e34171da56429a5be34120dc564221140000
0x648,0,Data Node,3608,1,5153,28.411863,53.715191,28.415947,53.716179,180e0000010000007f4be3415bdc5642dc53e3415edd564221140000
0x664,0,Data Node,3692,1,5153,28.418182,53.713795,28.418705,53.714428,6c0e0000010000007058e341edda56428259e34193db564221140000
0x680,0,Data Node,3784,1,5153,28.415611,53.714504,28.416142,53.714607,c80e0000010000002c53e341a7db56424254e341c2db564221140000
0x69c,0,Data Node,3852,1,5153,28.415726,53.714771,28.415951,53.714794,0c0f0000010000006853e341eddb5642de53e341f3db564221140000
0x6b8,0,Data Node,3912,1,5153,28.415949,53.714710,28.416105,53.714806,480f000001000000dd53e341dddb56422f54e341f6db564221140000
0x6d4,0,Data Node,4116,1,5153,28.415974,53.714806,28.416027,53.715164,1410000001000000ea53e341f6db56420654e34154dc564221140000
0x6f0,0,Data Node,4176,1,5153,28.416094,53.714695,28.416248,53.714733,50100000010000002954e341d9db56427a54e341e3db564221140000
0x70c,0,Data Node,4236,1,5153,28.416052,53.714508,28.416132,53.714714,8c100000010000001354e341a8db56423d54e341dedb564221140000
0x728,0,Navigation Node,4296,1,428,28.415310,53.705029,28.427237,53.715618,c810000001000000ac0100008e52e341f3d15642fb6ae341cbdc5642
0x744,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0x760,0,Data Node,4296,1,5153,28.415310,53.705029,28.420271,53.711678,c8100000010000008e52e341f3d15642b75ce341c2d8564221140000
0x77c,0,Data Node,4412,1,5141,28.419533,53.715446,28.420156,53.715618,3c11000001000000345be3419edc56427b5ce341cbdc564215140000
0x798,0,Data Node,4472,1,5141,28.419090,53.713993,28.419601,53.714413,78110000010000004c5ae34121db5642585be3418fdb564215140000
0x7b4,0,Data Node,4540,37,5115,28.417900,53.713310,28.419592,53.713818,bc11000025000000dc57e3416eda5642535be341f3da5642fb130000
0x7d0,0,Data Node,4600,38,5115,28.420094,53.713505,28.421741,53.713997,f8110000260000005a5ce341a1da5642ba5fe34122db5642fb130000
0x7ec,0,Data Node,4660,39,5115,28.421741,53.713036,28.423347,53.713505,3412000027000000ba5fe34126da56420463e341a1da5642fb130000
0x808,0,Data Node,4712,40,5122,28.415522,53.705143,28.420431,53.711716,6812000028000000fd52e34111d256420b5de341ccd8564202140000
0x824,0,Data Node,4868,41,5115,28.420431,53.711235,28.422062,53.711716,04130000290000000b5de3414ed856426260e341ccd85642fb130000
0x840,0,Data Node,4928,42,5122,28.419861,53.713676,28.420094,53.713997,401300002a000000e05be341ceda56425a5ce34122db564202140000
0x85c,0,Data Node,4988,43,5122,28.422827,53.712315,28.423347,53.713036,7c1300002b000000f361e34169d956420463e34126da564202140000
0x878,0,Data Node,5064,44,5122,28.424133,53.711349,28.424507,53.711823,c81300002c000000a064e3416cd856426465e341e8d8564202140000
0x894,0,Data Node,5124,45,5115,28.424507,53.709724,28.427237,53.711823,041400002d0000006465e341c2d65642fb6ae341e8d85642fb130000
0x8b0,0,Data Node,5240,1,5153,28.417683,53.714539,28.417986,53.714642,78140000010000006a57e341b0db56420958e341cbdb564221140000
0x8cc,0,Data Node,5300,1,5153,28.416395,53.714008,28.416553,53.714031,b414000001000000c754e34125db56421a55e3412bdb564221140000
0x8e8,0,Navigation Node,5376,1,428,28.415583,53.710262,28.426430,53.715187,0015000001000000ac0100001d53e3414fd756425469e3415adc5642
0x904,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0x920,0,Data Node,5376,1,5153,28.419645,53.713230,28.419727,53.713322,00150000010000006f5be34159da56429a5be34171da564221140000
0x93c,0,Data Node,5436,1,5153,28.419472,53.713280,28.419550,53.713379,3c15000001000000145be34166da56423d5be34180da564221140000
0x958,0,Data Node,5496,1,5153,28.416353,53.714966,28.416698,53.715187,7815000001000000b154e34120dc56426655e3415adc564221140000
0x974,0,Data Node,5588,1,5153,28.422682,53.710262,28.426430,53.712284,d415000001000000a761e3414fd756425469e34161d9564221140000
0x990,0,Data Node,5712,1,5153,28.421230,53.712284,28.422682,53.712727,5016000001000000ae5ee34161d95642a761e341d5d9564221140000
0x9ac,0,Data Node,5772,1,5153,28.423429,53.712368,28.424191,53.712578,8c160000010000002f63e34177d95642be64e341aed9564221140000
0x9c8,0,Data Node,5856,1,5153,28.422533,53.711971,28.422726,53.712246,e0160000010000005961e3410fd95642be61e34157d9564221140000
0x9e4,0,Data Node,5908,1,5153,28.416428,53.714531,28.416946,53.714653,1417000001000000d854e341aedb5642e855e341cedb564221140000
0xa00,0,Data Node,5960,1,5153,28.419727,53.712868,28.421177,53.713322,48170000010000009a5be341fad95642925ee34171da564221140000
0xa1c,0,Data Node,6012,1,5153,28.421230,53.712727,28.421312,53.712830,7c17000001000000ae5ee341d5d95642d95ee341f0d9564221140000
0xa38,0,Data Node,6072,1,5153,28.421312,53.712410,28.422789,53.712830,b817000001000000d95ee34182d95642df61e341f0d9564221140000
0xa54,0,Data Node,6132,1,5153,28.415583,53.714031,28.416395,53.714230,f4170000010000001d53e3412bdb5642c754e3415fdb564221140000
0xa70,0,Data Node,6192,1,5153,28.420271,53.711678,28.420359,53.711800,3018000001000000b75ce341c2d85642e55ce341e2d8564221140000
0xa8c,0,Data Node,6252,1,5153,28.421396,53.711960,28.422575,53.712273,6c18000001000000055fe3410cd956426f61e3415ed9564221140000
0xaa8,0,Navigation Node,6320,1,428,28.412752,53.707333,28.424124,53.716091,b018000001000000ac010000514de3414fd456429b64e34147dd5642
0xac4,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0xae0,0,Data Node,6320,1,5153,28.415688,53.715279,28.415754,53.715363,b0180000010000005453e34172dc56427753e34188dc564221140000
0xafc,0,Data Node,6380,1,5153,28.421177,53.712830,28.421312,53.712868,ec18000001000000925ee341f0d95642d95ee341fad9564221140000
0xb18,0,Data Node,6440,1,5153,28.422682,53.712284,28.422789,53.712410,2819000001000000a761e34161d95642df61e34182d9564221140000
0xb34,0,Data Node,6500,1,5153,28.415947,53.715042,28.416353,53.715191,6419000001000000dc53e34134dc5642b154e3415bdc564221140000
0xb50,0,Data Node,6568,1,5153,28.413073,53.707333,28.416395,53.714031,a819000001000000f94de3414fd45642c754e3412bdb564221140000
0xb6c,0,Data Node,6708,1,5153,28.422789,53.712357,28.422956,53.712410,341a000001000000df61e34174d956423762e34182d9564221140000
0xb88,0,Data Node,6768,1,5153,28.418629,53.712189,28.418686,53.712265,701a0000010000005a59e34148d956427859e3415cd9564221140000
0xba4,0,Data Node,6828,1,5153,28.417929,53.714581,28.418051,53.714752,ac1a000001000000eb57e341bbdb56422b58e341e8db564221140000
0xbc0,0,Data Node,6888,1,5153,28.422932,53.712368,28.424124,53.712460,e81a0000010000002a62e34177d956429b64e3418fd9564221140000
0xbdc,0,Data Node,6964,1,5153,28.416698,53.714447,28.419113,53.715115,341b0000010000006655e34198db5642585ae34147dc564221140000
0xbf8,0,Data Node,7032,1,5153,28.416174,53.712238,28.419472,53.714054,781b0000010000005354e34155d95642145be34131db564221140000
0xc14,0,Data Node,7260,1,5153,28.421101,53.712727,28.421230,53.712868,5c1c0000010000006a5ee341d5d95642ae5ee341fad9564221140000
0xc30,0,Data Node,7336,1,5141,28.419027,53.714329,28.419571,53.714684,a81c0000010000002b5ae34179db5642485be341d6db564215140000
0xc4c,0,Data Node,7420,1,5153,28.412752,53.715187,28.416447,53.716091,fc1c000001000000514de3415adc5642e254e34147dd564221140000
0xc68,0,Navigation Node,7504,1,428,28.411669,53.705273,28.429737,53.714539,501d000001000000ac010000194be34133d256421a70e341b0db5642
0xc84,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0xca0,0,Data Node,7504,1,5141,28.426146,53.710938,28.427240,53.711926,501d000001000000bf68e34100d85642fd6ae34103d9564215140000
0xcbc,0,Data Node,7612,1,5153,28.416161,53.712162,28.418724,53.713020,bc1d0000010000004c54e34141d956428c59e34122da564221140000
0xcd8,0,Data Node,7704,1,5153,28.422956,53.708466,28.429737,53.712357,181e0000010000003762e34178d556421a70e34174d9564221140000
0xcf4,0,Data Node,7820,1,5153,28.419472,53.711800,28.421101,53.713280,8c1e000001000000145be341e2d856426a5ee34166da564221140000
0xd10,0,Data Node,7920,1,5153,28.417959,53.714508,28.417986,53.714539,f01e000001000000fb57e341a8db56420958e341b0db564221140000
0xd2c,0,Data Node,7972,1,5153,28.417509,53.713974,28.417530,53.713989,241f0000010000000f57e3411cdb56421a57e34120db564221140000
0xd48,0,Data Node,8024,1,5153,28.418167,53.713802,28.418188,53.713802,581f0000010000006858e341efda56427358e341efda564221140000
0xd64,0,Data Node,8076,1,5153,28.418730,53.712254,28.419254,53.712963,8c1f0000010000008f59e34159d95642a25ae34113da564221140000
0xd80,0,Data Node,8136,1,5153,28.418503,53.712963,28.419472,53.713314,c81f0000010000001859e34113da5642145be3416fda564221140000
0xd9c,0,Data Node,8244,1,5141,28.417315,53.711391,28.418177,53.711628,3420000001000000a956e34177d856426d58e341b5d8564215140000
0xdb8,0,Data Node,8296,1,5153,28.411669,53.705273,28.416161,53.712925,6820000001000000194be34133d256424c54e34109da564221140000
0xdd4,0,Data Node,8460,1,5153,28.415991,53.713085,28.416197,53.713108,0c21000001000000f353e34133da56425f54e34139da564221140000
0xdf0,0,Data Node,8536,1,5141,28.413647,53.713722,28.414654,53.714008,5821000001000000264fe341dada56423651e34125db564215140000
0xe0c,0,Data Node,8604,1,5153,28.421881,53.712418,28.421951,53.712502,9c210000010000000360e34184d956422860e3419ad9564221140000
0xe28,0,Navigation Node,8656,1,428,28.414211,53.705017,28.427031,53.715584,d021000001000000ac0100004e50e341f0d156428f6ae341c2dc5642
0xe44,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0xe60,0,Data Node,8656,1,5153,28.421011,53.712273,28.421396,53.712391,d0210000010000003b5ee3415ed95642055fe3417dd9564221140000
0xe7c,0,Data Node,8708,1,5153,28.420801,53.712341,28.421230,53.712727,0422000001000000cd5de34170d95642ae5ee341d5d9564221140000
0xe98,0,Data Node,8784,1,5141,28.419912,53.712429,28.420946,53.712734,5022000001000000fb5be34187d95642195ee341d7d9564215140000
0xeb4,0,Data Node,8844,1,5141,28.416855,53.712769,28.417097,53.713036,8c22000001000000b855e341e0d956423756e34126da564215140000
0xed0,0,Data Node,8912,1,5141,28.416313,53.713272,28.418249,53.713692,d0220000010000009c54e34164da56429358e341d2da564215140000
0xeec,0,Data Node,9020,1,5141,28.416162,53.713005,28.417820,53.713352,3c230000010000004d54e3411eda5642b257e34179da564215140000
0xf08,0,Data Node,9120,1,5141,28.419426,53.713699,28.419878,53.713825,a023000001000000fc5ae341d4da5642e95be341f5da564215140000
0xf24,0,Data Node,9172,1,5141,28.418850,53.712868,28.418991,53.713089,d423000001000000ce59e341fad95642185ae34134da564215140000
0xf40,0,Data Node,9240,1,5141,28.417994,53.712799,28.419209,53.713100,18240000010000000d58e341e8d956428a5ae34137da564215140000
0xf5c,0,Data Node,9316,1,5153,28.415581,53.705017,28.420979,53.712341,64240000010000001c53e341f0d156422a5ee34170d9564221140000
0xf78,0,Data Node,9432,46,5113,28.414211,53.709183,28.416481,53.714142,d82400002e0000004e50e34134d65642f454e34148db5642f9130000
0xf94,0,Data Node,9572,1,5141,28.416643,53.715519,28.416744,53.715538,64250000010000004955e341b1dc56427e55e341b6dc564215140000
0xfb0,0,Data Node,9624,1,5141,28.416260,53.715317,28.416643,53.715584,98250000010000008054e3417cdc56424955e341c2dc564215140000
0xfcc,0,Data Node,9708,1,5153,28.426094,53.711056,28.427031,53.711746,ec25000001000000a468e3411fd856428f6ae341d4d8564221140000
0xfe8,0,Navigation Node,9792,1,428,28.415331,53.711121,28.427328,53.715553,4026000001000000ac0100009952e34130d856422b6be341badc5642
0x1004,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0x1020,0,Data Node,9792,1,5153,28.426199,53.711372,28.426527,53.711590,4026000001000000db68e34172d856428769e341abd8564221140000
0x103c,0,Data Node,9852,1,5153,28.426411,53.711590,28.426714,53.711746,7c260000010000004a69e341abd85642e969e341d4d8564221140000
0x1058,0,Data Node,9912,1,5141,28.426678,53.711121,28.427328,53.711460,b826000001000000d669e34130d856422b6be34189d8564215140000
0x1074,0,Data Node,9980,1,5141,28.427076,53.711391,28.427145,53.711792,fc26000001000000a76ae34177d85642cb6ae341e0d8564215140000
0x1090,0,Data Node,10032,1,5141,28.418957,53.714684,28.419300,53.714764,3027000001000000065ae341d6db5642ba5ae341ebdb564215140000
0x10ac,0,Data Node,10084,1,5141,28.420523,53.715210,28.420746,53.715553,64270000010000003b5de34160dc5642b05de341badc564215140000
0x10c8,0,Data Node,10136,1,5141,28.417185,53.711468,28.417500,53.711826,98270000010000006556e3418bd856420a57e341e9d8564215140000
0x10e4,0,Data Node,10204,1,5141,28.416574,53.711658,28.417347,53.712002,dc270000010000002555e341bdd85642ba56e34117d9564215140000
0x1100,0,Data Node,10280,1,5142,28.424143,53.712803,28.424643,53.713455,2828000001000000a564e341e9d95642ab65e34194da564216140000
0x111c,0,Data Node,10340,1,5153,28.415331,53.714745,28.415693,53.714813,64280000010000009952e341e6db56425753e341f8db564221140000
0x1138,0,Data Node,10392,1,5153,28.415503,53.714367,28.416384,53.715042,9828000001000000f352e34183db5642c154e34134dc564221140000
0x1154,0,Data Node,10484,1,5153,28.418476,53.713715,28.418940,53.714355,f4280000010000000a59e341d8da5642fd59e34180db564221140000
0x1170,0,Data Node,10560,1,5153,28.417959,53.714314,28.418612,53.714508,4029000001000000fb57e34175db56425159e341a8db564221140000
0x118c,0,Data Node,10612,1,5153,28.417530,53.713989,28.417959,53.714508,74290000010000001a57e34120db5642fb57e341a8db564221140000
0x11a8,0,Navigation Node,10672,1,428,28.418291,53.711361,28.429161,53.716339,b029000001000000ac010000a958e3416fd85642ec6ee34188dd5642
0x11c4,0,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0x11e0,0,Data Node,10672,1,5153,28.418592,53.714073,28.418781,53.714291,b0290000010000004759e34136db5642aa59e3416fdb564221140000
0x11fc,0,Data Node,10732,1,5153,28.418291,53.713924,28.418699,53.714031,ec29000001000000a958e3410fdb56427f59e3412bdb564221140000
0x1218,0,Data Node,10792,1,5153,28.418528,53.714031,28.418598,53.714127,282a0000010000002559e3412bdb56424a59e34144db564221140000
0x1234,0,Data Node,10844,1,5141,28.419411,53.715145,28.419825,53.715378,5c2a000001000000f45ae3414fdc5642cd5be3418cdc564215140000
0x1250,0,Data Node,10896,1,5141,28.420607,53.715553,28.421618,53.716339,902a000001000000675de341badc5642795fe34188dd564215140000
0x126c,0,Data Node,11028,1,5141,28.420649,53.715672,28.421366,53.715916,142b0000010000007d5de341d9dc5642f55ee34119dd564215140000
0x1288,0,Data Node,11112,1,5141,28.420418,53.714821,28.420706,53.714939,682b000001000000045de341fadb56429b5de34119dc564215140000
0x12a4,0,Data Node,11180,1,5153,28.419113,53.712837,28.424170,53.714447,ac2b000001000000585ae341f2d95642b364e34198db564221140000
0x12c0,0,Data Node,11272,47,5122,28.424971,53.711361,28.429161,53.712559,082c00002f0000005766e3416fd85642ec6ee341a9d9564202140000
0x12dc,0,Data Node,11348,1,5141,28.425272,53.712147,28.425478,53.712418,542c000001000000f566e3413dd956426167e34184d9564215140000
0x12f8,0,Data Node,11400,48,5124,28.419626,53.713356,28.419861,53.713676,882c000030000000655be3417ada5642e05be341ceda564204140000
0x1314,0,Data Node,11452,49,5122,28.419592,53.713310,28.419626,53.713356,bc2c000031000000535be3416eda5642655be3417ada564202140000
0x1330,0,Data Node,11504,1,5153,28.418917,53.713089,28.419172,53.713383,f02c000001000000f159e34134da5642775ae34181da564221140000
0x134c,0,Data Node,11556,50,5122,28.419441,53.713097,28.419592,53.713310,242d000032000000045be34136da5642535be3416eda564202140000
0x1368,0,Navigation Node,11616,1,372,28.411901,53.711349,28.424133,53.716221,602d00000100000074010000934be3416cd85642a064e34169dd5642
0x1384,0,Cluster Header,0,13,0,0.000000,0.000000,0.000000,0.000000,000000000d0000000000000000000000000000000000000000000000
0x13a0,0,Data Node,11616,1,5141,28.423010,53.711349,28.424133,53.711670,602d0000010000005362e3416cd85642a064e341c0d8564215140000
0x13bc,0,Data Node,11668,1,5141,28.419250,53.712044,28.419474,53.712425,942d000001000000a05ae34122d95642155be34186d9564215140000
0x13d8,0,Data Node,11744,1,5141,28.417936,53.712238,28.418068,53.712395,e02d000001000000ef57e34155d956423458e3417ed9564215140000
0x13f4,0,Data Node,11804,1,5141,28.417566,53.712547,28.418512,53.712780,1c2e0000010000002d57e341a6d956421d59e341e3d9564215140000
0x1410,0,Data Node,11872,1,5153,28.417175,53.712727,28.417269,53.712841,602e0000010000006056e341d5d956429156e341f3d9564221140000
0x142c,0,Data Node,11924,51,5115,28.417463,53.712185,28.418741,53.712582,942e000033000000f756e34147d956429559e341afd95642fb130000
0x1448,0,Data Node,12000,52,5115,28.416061,53.712807,28.416731,53.713009,e02e0000340000001854e341ead956427755e3411fda5642fb130000
0x1464,0,Data Node,12060,1,5153,28.416058,53.714069,28.416315,53.714367,1c2f0000010000001654e34135db56429d54e34183db564221140000
0x1480,0,Data Node,12128,53,5113,28.416378,53.714779,28.416513,53.715088,602f000035000000be54e341efdb56420555e34140dc5642f9130000
0x149c,0,Data Node,12188,54,5114,28.411901,53.715584,28.414591,53.716221,9c2f000036000000934be341c2dc56421551e34169dd5642fa130000
0x14b8,0,Data Node,12248,1,5153,28.420937,53.712650,28.421043,53.712780,d82f000001000000145ee341c1d956424c5ee341e3d9564221140000
0x14d4,0,Data Node,12300,1,5141,28.419601,53.714233,28.419689,53.714260,0c30000001000000585be34160db5642865be34167db564215140000
0x14f0,1,SQT Header,,,Param:1,,,,,5351540101000000
0x14f8,1,Navigation Node,1,2,428,28.414591,53.711716,28.424971,53.716553,0100000002000000ac0100001551e341ccd856425766e341c0dd5642
0x1514,1,Cluster Header,0,15,0,0.000000,0.000000,0.000000,0.000000,000000000f0000000000000000000000000000000000000000000000
0x1530,1,Data Node,92,3,5114,28.415985,53.715088,28.416513,53.715252,5c00000003000000f053e34140dc56420555e3416bdc5642fa130000
0x154c,1,Data Node,152,4,5113,28.416206,53.714157,28.416430,53.714779,98000000040000006454e3414cdb5642d954e341efdb5642f9130000
0x1568,1,Data Node,1068,14,5115,28.422827,53.711823,28.424507,53.712315,2c0400000e000000f361e341e8d856426465e34169d95642fb130000
0x1584,1,Data Node,1120,15,5115,28.419592,53.712811,28.421219,53.713310,600400000f000000535be341ebd95642a85ee3416eda5642fb130000
0x15a0,1,Data Node,1672,22,5115,28.423347,53.712559,28.424971,53.713036,88060000160000000463e341a9d956425766e34126da5642fb130000
0x15bc,1,Data Node,1732,23,5115,28.418741,53.711716,28.420431,53.712185,c4060000170000009559e341ccd856420b5de34147d95642fb130000
0x15d8,1,Data Node,1808,24,5115,28.417765,53.713997,28.420094,53.714710,10070000180000009557e34122db56425a5ce341dddb5642fb130000
0x15f4,1,Data Node,1908,25,5115,28.416731,53.712582,28.417463,53.712807,74070000190000007755e341afd95642f756e341ead95642fb130000
0x1610,1,Data Node,2020,27,5113,28.416687,53.715420,28.417273,53.716553,e40700001b0000006055e34197dc56429356e341c0dd5642f9130000
0x162c,1,Data Node,2096,28,5115,28.424507,53.711823,28.424971,53.712559,300800001c0000006465e341e8d856425766e341a9d95642fb130000
0x1648,1,Data Node,2288,30,5115,28.416513,53.714710,28.417765,53.715088,f00800001e0000000555e341dddb56429557e34140dc5642fb130000
